soil_temperature,soil_moisture,locationX,locationY,soil_ph,air_temperature,air_humidity,condition
19.36350297118406,31.10797573031718,26.170568373590598,67.2702994208898,6.6439917565671855,24.84088800693605,68.89541724466932,1
33.767857660247905,52.514056842701486,24.697879907199983,79.66813971913723,7.110864658599972,26.835891484375537,40.34318172630997,1
28.299848545285126,72.37675015258449,90.62545805210367,25.046789879249896,7.020321859580318,36.36368483005451,82.3436738012889,2
24.966462104925917,63.93349318457367,24.95461998495061,62.48740996069989,5.807799809387547,23.500109651497304,66.78697434415449,1
13.900466011060914,68.39366887168698,27.1949726128631,57.17459831437487,5.798498939482948,36.74124212030428,39.43223301341725,2
13.899863008405067,59.527002002643044,75.93982624179637,83.28303767882711,6.036348735489827,17.203360774417288,87.74028344887242,1
11.452090304204987,61.53659387107115,44.973984245054,90.60870604812605,6.222149452682075,34.419960930215765,61.10192780011924,1
31.654403644373378,70.95173909391916,77.67105569551812,1.2156771477386807,6.316911162816965,36.18869082636841,34.3739071122993,2
25.02787529358022,34.98008053155115,6.536615756438524,67.40199190587927,6.85939443366669,19.54544132093347,67.60997426490403,1
27.70181444490114,49.36549781858843,48.75711936733843,5.1835799119729025,5.613360864331671,25.75866330930501,45.19193442076862,2
10.51461235739506,33.27256650917613,3.3613600183282633,54.88586650773559,5.569345408452133,19.13749436659139,78.22160711263814,2
34.247746304049855,79.26008047979883,6.265320345535452,28.76327290436782,6.283821125887818,32.66510322485544,79.06932441397143,2
30.811066020010543,76.64356038119679,90.64374533444109,30.67765995221412,6.894327384275961,28.383694201541417,88.73684135127971,2
15.308477766956905,22.365608682110356,13.924537111759516,35.29585034523566,5.886870685912966,30.883083667708025,60.11217186147022,2
14.545624180177516,62.33451035094131,53.24206822752171,62.12924490496101,6.783008962512503,19.912174173905278,57.29741278366423,1
14.585112746335845,75.51489904493995,41.10956026007065,33.40499656687692,6.019656275880599,20.293646551310488,75.20853632678885,2
17.60605607398844,30.83452070764001,34.73433262588427,73.26990505902803,7.272172217627032,16.03743313774766,37.948239380515595,2
23.11891079080595,54.07671383315777,89.98333456872724,40.45273855738697,7.291379888533233,23.051688379893243,62.81493082758745,2
20.798625466052894,74.92929785528251,2.18233967754895,6.835320030995861,6.094574408562653,28.99361653334187,62.77485600785106,2
17.28072850495105,22.03675871514793,66.37896861755891,78.37598424841073,5.959987507926481,36.44837284993322,35.36838736862323,2
25.296322368059485,61.84521603481039,96.33944342135504,28.5758324592706,6.3226079441324625,31.673186186467017,55.07904513041481,1
13.487346516301045,37.840940442353045,56.016818346184195,43.276687959926264,5.981063170360297,25.884908084993786,81.19708791403212,1
17.303616213380455,75.46377172259182,93.68224620330918,68.54438832219016,6.844767686583407,38.82800285985344,81.36921731967962,2
19.159046082342293,78.26349470992207,5.225787928602377,33.2456157148712,7.152129369096571,32.981130014395795,35.95425989518086,2
21.4017496054259,76.65598934680604,41.87933190741614,5.658565614671563,6.846184261822434,38.25413007156375,35.44325296486985,2
29.62939903482534,48.45285299944783,26.015779096205115,37.39210470128136,7.148700894498699,28.189699331804142,45.761728620116116,1
14.991844553958995,71.72255905935882,73.08209649807299,94.44485826943034,6.293984324414948,21.47260686982849,82.48596375323962,2
22.85586096034029,70.67296391210422,98.12970904972467,64.17343972985582,5.8126339414177215,16.32066715911805,37.734155104409936,2
24.810364221551062,39.146028394595334,25.65300624442478,67.1479148667207,6.975901894795184,33.152121287096264,73.19980815764677,1
11.161260317999943,69.73492844904064,65.41746014740745,63.22821536376399,6.220949010283108,18.032574950138354,36.06993717678619,1
25.18862129753596,22.220458082929557,19.809763275974014,19.899213895943678,6.842541650458265,22.56937820679918,67.38827122486953,2
14.263103092182288,55.77619270892318,56.53302545716099,41.833386410228016,6.041287883963531,28.311772697097435,51.36403794714869,1
11.626289824631987,33.80053023726218,46.39324866883362,75.09397983633183,5.662459269613345,29.11041469449369,77.33483777795202,2
33.722138431333335,27.234013146636727,97.2005329631537,10.137289755315916,7.485163590975526,30.0145799246784,44.021426929521816,2
34.14080082686398,24.61719209775255,60.85272726964666,27.785277608971228,5.812403015861198,19.156383258742515,68.35210976339759,2
30.209933702911528,61.777326552688386,34.950637208681876,27.631910846585363,7.476841987926962,24.49343512054122,44.1409520745531,2
17.61534422933427,40.39249782608397,11.409578488793336,43.2018927594506,7.454559865132895,30.429855677924166,72.81961698672923,2
12.441802850159597,63.48600629172569,15.124682873493455,98.0368740942185,7.087636207816079,39.24547161584462,82.42068207364493,1
27.105825662803923,23.921380447936542,22.53169299512351,6.750254668382194,6.818845924163995,33.19077844249222,37.6081079476056,2
21.003812343490033,38.91742026983662,25.0966661340298,51.870099438059505,6.655614100502169,38.06509392734895,81.99574131573021,1
13.05095587111947,52.36947754252023,85.06160578411378,17.936468201221047,7.23220309075567,34.055301457854426,65.61451526485789,2
22.379422752781757,67.44338989033781,56.12227882825249,97.06765454097442,6.078879043238976,29.792924222310013,37.62662945202144,1
10.85971302788046,39.12515017592419,52.33909113743665,11.33035047274642,6.435362424969754,19.800584228408614,55.65251132158272,1
32.73301005196955,57.55348258622055,11.476887186921747,40.36010023615913,6.738779938733003,31.667141297312828,39.65161760910587,0
16.469499540000424,73.15866489417124,86.0139693349435,73.78849848346061,6.322380951738982,30.584489148997676,72.02087333199417,2
26.56305710884955,56.951791290938274,72.28143032084837,70.45544280274453,6.354972908180536,30.061729261431662,75.53208806507698,0
17.792776902235275,33.97756848521803,6.766836190000158,42.272863689393226,6.160569335004169,27.244646699706017,36.34779121636794,1
23.00170052944527,21.464046893392283,70.78350972297687,34.652416795271826,6.628463633369072,28.21641509973189,60.36839116167866,2
23.66775698358199,72.2059324340558,54.353821734264606,39.76123785528706,7.201149056030232,23.3610631779526,78.87750336155503,2
14.621361388138176,21.27616465102323,8.172534574677826,26.42762631586393,5.903056756012626,27.982817316057577,86.16978249305978,2
34.239615694113965,72.48210036105196,45.830064152865646,20.53329387067998,7.368866077506883,19.938897641961958,60.8110720045062,2
29.378320584027865,51.73622804163272,48.469628713004695,48.303969755889,6.878175307496459,35.129359934009415,87.01675341668442,1
33.48747353910473,76.34406191077377,16.577454016327575,26.853375606760732,7.146546425360061,19.644423867467694,62.141338227361786,2
32.37068376069122,67.92699414641993,94.56981470002823,28.746166489725013,6.612381385260023,17.12415724723666,53.65142967599448,1
24.94749947027713,79.87604663200025,84.99753714806619,65.67560634745571,7.059033402848127,25.906150658928937,80.89218771317373,2
33.04685587557792,41.04270892710261,66.90223373291083,96.85373316998923,5.532400794678934,31.457685987651548,59.57896262748534,2
12.212312551297988,66.0312973358676,46.22955610006072,60.363720055937506,7.136760849559071,25.942920623338534,58.31415063387138,1
14.89957156047863,44.11585481655453,41.17655415845085,7.697946706496628,5.580277718170733,21.918853298782714,59.4187493645897,2
11.130682222763452,48.79253721823453,65.09734671509541,7.558361385406698,7.279826752725725,28.95427959726102,80.80710011218471,2
18.133258269081608,57.65032779310221,54.543186940690546,95.1423220845566,7.483925494477287,23.675058385305,79.91649250128313,2
19.71693224223705,72.42062685118032,6.227310588188562,29.729079030733363,6.088134924353556,38.32169225316583,54.21119954641267,2
16.783725794347397,79.04500815195772,51.25026487703317,9.206698608247542,5.920637112571587,38.0661284900893,49.9979915922315,2
30.718437728798232,66.0964048318711,80.64036172328395,59.90445871503815,7.030726727716082,27.559295499302387,59.515681442347756,1
18.918833167339734,45.066006930040025,45.923987759695805,62.36487782902661,6.006052681840506,23.19709985045646,64.36635058422654,1
17.023362742184517,45.281420136624206,5.195657755426842,64.85048201186882,7.231124766344407,33.42831034891598,44.30023263767982,2
23.567402078956214,64.25493809533349,78.6278199384033,26.74020278575413,5.705685184314953,15.917823587076667,77.63730508293543,2
13.523105624369066,34.32662874609814,20.13637821359744,1.5110684214475034,5.751910392758717,26.869225151091282,59.18896594394538,2
30.054924518850992,26.62844678788368,25.862083488803876,96.50153694544719,7.458303110201231,23.408084856758336,50.042732905197575,2
11.86376609199427,41.27732945844659,16.47063534322959,25.089304569110247,6.847677796540009,38.01339712756386,36.409259577839435,1
34.672173415012935,37.2343394992449,33.02150648714976,67.60262880525475,7.193774448857906,15.300075681817063,44.33070962421642,1
29.306119232416435,37.778487227359406,75.6751505688635,70.66298698787095,6.148658754703036,28.820371892958725,86.95687030535902,1
14.96789203835431,34.0164650629946,51.93858595039374,61.00074170794857,6.852967499041209,33.516589526665655,48.30598120917159,1
10.13805292809006,22.525591378181712,20.488127415071254,31.290739421364822,6.688483654617194,27.125449688101032,40.13155736202212,2
30.386535711370854,21.072436084004828,87.78300781520409,27.109625376406576,6.706300240245894,17.13507575406804,57.64036749929959,2
27.67143359619043,79.26334338416189,87.95818549515292,59.76682827027031,6.865064919075444,39.311534750697554,48.42526460161492,2
28.225179201024684,45.66638802415174,87.05784250460069,86.60956336116915,6.650718346258197,27.95026078440245,32.10955501627165,0
29.281758667148644,43.0595988295809,23.87962113815393,94.67337289233956,6.358124738605332,30.354656107975284,49.38871303676504,0
11.85111629335226,60.77883696158419,45.12393441809881,10.590580440375764,6.051845388761094,20.915244567687683,62.646517436368114,1
18.961643213606813,33.09523327190385,98.49896561408751,15.482861259771985,7.037162661826404,27.087452127670097,63.102742321198015,1
12.896726488128243,76.99767103701352,77.20124763099903,94.47362587830797,5.952544860006372,25.728737298958045,51.39353527061332,2
31.577585646889837,67.18070086493313,2.716742122555982,73.65352283347926,6.884708612308828,16.872396050049595,56.83816537515604,1
25.58245317068895,25.364660138735573,6.5204591260492055,88.29938248297731,5.9666656452986535,17.654008838686682,87.93107509408598,2
18.27245062131623,45.0548465470957,46.39313768123328,20.263263413534315,6.750660339908908,35.93681299046936,52.6409086338187,0
